日期,類型,主題,連結,內容,講者
"Friday, May 24",Breakout,Accelerate DevOps & Incident Management workflows with Microsoft Teams,https://build.microsoft.com/en-US/sessions/baac2e20-c2de-48d5-afa3-8cd33002a72d?source=sessions,We will explore how Microsoft Teams and Copilot for M365 provide a seamless and intuitive experience to manage your DevOps and Incident Management processes with real world examples using new features in Teams designed specifically for developers. Also get a sneak peek into how Microsoft engineering teams are leveraging AI in Teams apps to transform DevOps processes.,Anuj Bahl
"Friday, May 24",Demo,Every developer can make scientific breakthroughs with AI,https://build.microsoft.com/en-US/sessions/281116d9-3683-4ab2-9ef5-e154454966da?source=sessions,"In this special demo session, we will share how you can make scientific breakthroughs with the power of AI and share examples from the cutting edge of Science. With a new generation of cloud HPC and AI tools, computational chemistry and materials science is scaling and accelerating R&D efforts that could address some of our world’s toughest challenges.",Nathan Baker
"Friday, May 24",Demo,Unleash the power of network APIs,https://build.microsoft.com/en-US/sessions/02ec126e-d353-4529-9757-ccdf6f6fa43f?source=sessions,"Learn how you can leverage the advanced capabilities of telecom operator networks through APIs to enhance your applications. This session will cover GSMA Open Gateway and CAMARA, examples of how mobile operators are working with developers to open up network APIs, and how developers can engage via Microsoft’s platform and services with Azure Programmable Connectivity (APC). We will also showcase a demo mobile app using the network's APIs through APC and show the code on how to develop with it.",Cesar De la Torre
"Friday, May 24",Demo,Rapid app-to-analytics development with Mirroring in Microsoft Fabric,https://build.microsoft.com/en-US/sessions/628b3779-9155-4184-9d89-3ed6e550a9d6?source=sessions,Experience the simplicity and speed of a new SQL Database experience in Microsoft Fabric. We’ll show you how easy it is to setup and get started and to use built-in tools and resources to help you build your next app even faster.,Anna Hoffman
"Friday, May 24",Demo,Introducing the Microsoft Fabric Workload Development Kit for ISVs,https://build.microsoft.com/en-US/sessions/5db68711-b371-4874-b7ea-938b36252864?source=sessions,"Microsoft Fabric now provides a mechanism for ISVs to integrate their existing applications natively within Fabric Framework. With this, Fabric users can discover ISV offerings without leaving Fabric environment. ISV Fabric workload will work their existing Azure Marketplace offering as well. Join this code focused demo to taste how to build your own Fabric workload, leveraging frontend client SDK and backend REST API's to build a fully functional data application running in Fabric.",Teddy Bercovitz
"Friday, May 24",Demo,"Dev Drive on Windows, Tips to optimize end to end for performance",https://build.microsoft.com/en-US/sessions/cae0c708-fd9f-4149-9bbd-3329fbe2a640?source=sessions,Dev Drive on Windows can help boost your performance on IO bound processes.  Learn tips and tricks to squeeze every extra bit of optimization out with this session as well as hear about amazing new Windows performance features such as Block Cloning.,Bridget Tueffers
,Pre-recorded,Azure Migrate - Build 2024 Announcements,https://build.microsoft.com/en-US/sessions/0b719056-2288-423b-87bf-e5b830cd27d0?source=sessions,Learn how you can use Azure Migrate to plan with confidence and migrate your Linux and VMware workloads securely and without disruptions to Azure. This session will equip you with actionable insights and strategies through assessments and business case prior to migrations.,Vishal Jain
,Pre-recorded,Azure Boards New and Noteworthy,https://build.microsoft.com/en-US/sessions/cece7f04-c4b4-4fdc-b281-1d1508a3dcbf?source=sessions,"In this demo packed session, learn all about the latest features in Azure Boards and how to use it alongside your entire DevOps pipeline including tools like GitHub Enterprise.",Dan Hellem
,Pre-recorded,AI-powered commerce with the Microsoft commercial marketplace,https://build.microsoft.com/en-US/sessions/d18a5b9a-3f5d-4198-9d5f-711d05d8efc3?source=sessions,"Cloud marketplaces are moving to the forefront of B2B commerce. Through the Microsoft commercial marketplace, get connected to the solutions you need—from innovative AI applications to cloud infra and everything in between. Learn what’s on our roadmap for customers and partners and see how the marketplace helps you move faster and spend smarter.",Will Kearl
,Pre-recorded,Address complicated use cases with NGINX as a Service for Azure,https://build.microsoft.com/en-US/sessions/175534ee-6a6f-4968-9d47-530b2a58bce8?source=sessions,"NGINX as a Service for Azure, co-built by Microsoft and F5 NGINX, offers a cloud-native reverse proxy to address your most advanced use cases, surpassing limitations of cloud-native load balancers.  Achieve your complex goals using cloud native services while reducing operational overhead and enjoy the seamless Azure experience you are already familiar with.",
,Pre-recorded,A Journey into Open Source Models with HuggingFace & Mistral,https://build.microsoft.com/en-US/sessions/fbf62b00-028a-469f-9259-434bca537b76?source=sessions,"The world of open source AI models is an both an exciting and sometimes misunderstood one. With an ever growing list of options, developers have many questions around these models. This talk will answer the most important ones: why, when and how to use open source models in your Generative AI applications safely and effectively. We will explore the models available on the Azure AI Studio, present a framework for using these models in an effective way and how to integrate them into our apps.",Korey Stegared-Pace
,Pre-recorded,.NET API development end-to-end,https://build.microsoft.com/en-US/sessions/4a14e5fd-9e5b-45d1-82c9-b98302ea54d6?source=sessions,"From design to deployment, learn the essentials of building robust APIs with .NET. This session will guide you through creating, testing, and deploying high-performance APIs, showcasing the tools and practices for a seamless API development lifecycle.",Sayed Hashimi
"Friday, May 24",Demo,Code Scanning with GitHub Advanced Security for Azure DevOps,https://build.microsoft.com/en-US/sessions/c2adda2b-4132-4233-a0bc-843a7ca87963?source=sessions,"Learn about the new advanced capabilities in GitHub Advanced Security for Azure DevOps Code Scanning. We will cover how to deploy and manage custom rules and queries for CodeQL, as well as integrating 3rd party tools into the Code Scanning developer experiences, giving a single pane of glass for developer security activity.",Nicolas Couraud
"Friday, May 24",Demo,Build your own copilot with Microsoft Copilot Studio,https://build.microsoft.com/en-US/sessions/b64979be-9d1a-4bde-881c-d3cea39a6c33?source=sessions,"Create your own copilot for your specific function, team, or persona using the new conversational design experience. In this demo, you will see how custom copilots combine the model's knowledge with your data to help answer and act based on your specific requests.",Chris Whitten
"Friday, May 24",Demo,Optimize your AI models with ONNX Runtime for inferencing at the edge,https://build.microsoft.com/en-US/sessions/20285006-7f3d-4c1f-b7de-eb58712d2507?source=sessions,"In this demo, you'll learn how to use ONNX Runtime to easily integrate the power of small language models (SLMs) like Phi into apps with improved optimizations for faster inferencing and lower costs. ONNX Runtime is a complete solution for SLMs from training to inference, showing significant speedups, especially when running models at the edge.",Emma Ning
"Friday, May 24",Demo,Intelligent Workload Scheduling with Azure Kubernetes Fleet Manager,https://build.microsoft.com/en-US/sessions/e019df68-aa85-4e26-8118-cb5a09f1991e?source=sessions,"Azure Kubernetes Fleet Manager is a service that allows you to manage multiple Azure Kubernetes Service (AKS) clusters at scale. With Fleet Manager, you can group and organize your AKS clusters, propagate Kubernetes configurations across clusters, and orchestrate multi-cluster load balancing scenarios. This demo will show new capabilities that intelligently schedule your workloads across clusters based on your chosen criteria.",Shashank Barsin
,Pre-recorded,Bridge the platform difference and enhance dev workflow with Parallels,https://build.microsoft.com/en-US/sessions/e3bb57e7-0173-456d-a5f8-b5d5d01f4398?source=sessions,"Dive into how Parallels Desktop for Mac is a crucial tool for developers seeking to break down the ecosystem barriers and unify Microsoft and Apple. This 20-minute session will guide you through the seamless integration of Parallels Desktop with Microsoft's suite of development tools, showcasing its capacity to run Windows and Linux on a Mac effortlessly. You will gain insights into configuring Parallels Desktop for optimal performance while maintaining high productivity levels.",Carlos Lapao
,Pre-recorded,Boost security and efficiency with collaborative API testing,https://build.microsoft.com/en-US/sessions/715fe81b-0ca5-4599-8acb-00c1054fdeb6?source=sessions,"Join us as we unravel the practical magic of API collaboration! Learn firsthand how to wield Postman effectively throughout the API Lifecycle, boosting your API implementation and fortifying security with the right testing strategies. Whether you're creating or consuming APIs, discover how Postman and Azure API Management complement each other to enhance collaboration and streamline productivity.",
,Pre-recorded,Building Miro integration for Microsoft Teams and Copilot,https://build.microsoft.com/en-US/sessions/d164337b-3518-4bb6-b974-48920129ade2?source=sessions,"In this session, Michelle Au Yeng walks you through how Miro built their Miro integration for Microsoft Teams and Copilot, using Microsoft’s API and SDKs, and delivering a best-in-class customer experience.",Michelle Au Yeung
,Pre-recorded,Building JavaScript intelligent web apps with the AI Chat Protocol,https://build.microsoft.com/en-US/sessions/8c458b1c-691f-4c39-bb75-40c2aa8e7634?source=sessions,"In this session, we’ll explore how the AI Chat Protocol will reshape the way developers create intelligent chat apps. We’ll showcase ready-to-use web components that align perfectly with a new standard for inference service consumption, making your app development journey simple.",Rohit Ganguly
,Pre-recorded,Building Gen-AI experiences using LLM and LVM,https://build.microsoft.com/en-US/sessions/6ab61eda-0b56-4729-8308-6098b4408320?source=sessions,Dive into the world of AI development and discover how exposed APIs are revolutionizing content creation through LVMs and LLMs. Explore the synergy between Microsoft's collaborative platforms and the robust software stack that supports them. Gain insights into the performance of these systems through MLPerf Benchmarks and see how they're shaping consumer apps and third-party integrations. This session will provide an overview of the current landscape and future potential of AI development.,Ankit Kapoor
,Pre-recorded,Building blocks for using Azure-native experimentation,https://build.microsoft.com/en-US/sessions/e0ef9a3c-bb9f-4581-a370-d19749856e70?source=sessions,"Releasing features without monitoring feature-level impact is risky. By leveraging flags from Feature Manager and data from Application Insights, teams doing progressive delivery can gain quantifiable insights that enable faster, safer product releases. Learn the tactical steps of running experiments natively in Azure with Split Experimentation for Azure App Configuration.",Anita McDowell
,Pre-recorded,Building a better way to manage Azure costs and achieve optimization,https://build.microsoft.com/en-US/sessions/7801a2c3-4915-4a09-9e50-7a28a11c6727?source=sessions,"Managing Azure costs is one of the biggest challenges faced by developers and ISVs. In this session, we highlight strategies and best practices for effectively predicting and managing Azure costs. From rightsizing virtual machines to leveraging cost management tools, this session offers practical insights for achieving cost optimization without compromising performance or scalability. Free up management time and improve ROI in your Azure deployments.",Sam Barnes
,Pre-recorded,Build your own intelligent chat agent for real-time collaboration with,https://build.microsoft.com/en-US/sessions/98c6159a-a9e0-409e-a32a-07541c13a7e4?source=sessions,"Add a intelligent AI collaborator to your collaborative application to allow users to get feedback, suggestions, and support in real-time using Copilot and Fluid! Adding a live AI collaborator will 10x their workflows.",Nick Simons
,Pre-recorded,Build your own advanced AI solutions on Azure Databricks,https://build.microsoft.com/en-US/sessions/b0b6c417-48c3-42f4-ab02-d4325a383907?source=sessions,"Azure Databricks aids GenAI adoption by addressing challenges in creating accurate, safe, and governed GenAI solutions that are production-quality. In this session, we’ll discuss building these applications, including monitoring tools for data and model quality, and constructing a RAG application with data preparation, vector databases, LLMs, ranking and post-processing pipelines, prompt engineering, and model training. Both Azure OpenAI and Databricks DBRX will be explored.",Lingzhi Allen
,Pre-recorded,Build your enterprise Generative AI applications with Microsoft Olive,https://build.microsoft.com/en-US/sessions/e64b42b1-de98-4f43-a850-a29b67d9b3f8?source=sessions,Microsoft Olive is a very easy-to-use open-source model optimization tool that can cover both fine-tuning and reference in the field of Generative AI. Microsoft Olive has been imported to Windows AI Studio. This demo introduces Microsoft Olive and use it with Windows AI Studio to build enterprise-oriented generative AI applications.,Kinfey Lo
,Pre-recorded,Build scalable automations with AP UiPath Autopilot,https://build.microsoft.com/en-US/sessions/5d5531bb-630a-4e66-8799-b36086674c2b?source=sessions,"Join Robby on a journey as he faces one urgent task after the other. See how UiPath Autopilot's capabilities help him be more productive, whether as an automation user or an app developer. From effortlessly extracting contract details using Clipboard AI, to building apps for bulk document analysis and loan submissions using Autopilot for Apps, Studio Web with Document Understanding, and MS Copilot integrations, efficiency knows no bounds. With AI-driven automation, mundane tasks become a breeze.",Russel Alfeche
,Pre-recorded,Build network-aware mobile apps,https://build.microsoft.com/en-US/sessions/8157d6a7-5243-4f13-a8e5-a3441b3b2855?source=sessions,"Networks connecting Azure compute targets are increasingly programmable via network APIs. We will demonstrate how Azure Programmable Connectivity (APC), helps developers build network-aware applications that interact with telco network APIs via a single Microsoft Azure platform. We will showcase a demo mobile app for fraud prevention that uses APIs (device location verification, SIM-Swap detection, and phone number verification), preventing hacking by verification done the telco network.",Cesar De la Torre
,Pre-recorded,Build Agentic AI Apps with the Autogen framework,https://build.microsoft.com/en-US/sessions/4e3b35a5-5862-46d0-b5e8-f55975dc5b9b?source=sessions,"Autogen is an open-source framework for agentic AI, helping develop complex workflows with conversational agents and patterns. In this session, learn the core concepts and conversational patterns for building multi-agent AI applications with LLMs through a series of hands-on labs. You’ll walk away with a development sandbox and ideas for self-guided exploration of more advanced topics.",Nitya Narasimhan
,Pre-recorded,Bring protected AI chat to your organization at no additional cost,https://build.microsoft.com/en-US/sessions/395a1ecd-e749-4637-a184-f0d8f62d055b?source=sessions,Learn how IT teams are rolling out AI-powered chat to thousands of users in their organization quickly at no additional cost. See new productivity features for users and new tools available for IT admins.,Amelia Casciola
,Pre-recorded,"Edge for Business: secure, productive, optimized for AI",https://build.microsoft.com/en-US/sessions/aa60e818-9b3a-4c9c-9a3a-fbde66d597f1?source=sessions,"In the evolving digital landscape, the browser plays a critical role in enhancing productivity, securing data, and adopting AI safely. Microsoft Edge for Business is a secure enterprise browser optimized for AI: it’s designed to address the needs of the modern workforce, while providing secure access anywhere and on any device. Learn the latest innovations in Edge for Business, such as BYOD support, zero-day protection, and more across AI, security, productivity, and manageability.",Lindsay Kubasik
,Pre-recorded,Dynamics 365 test automation with ACCELQ Copilot,https://build.microsoft.com/en-US/sessions/dd055195-7969-481d-b2ce-6d1cd1d6b57e?source=sessions,"ACCELQ CoPilot-360 for Dynamics 365 is a wholistic incorporation of Generative AI in full cycle test automation design, development, maintenance. and reconciliation aspects. In this session you will learn about AI-driven development with everyday English scripting, building sustainable automation with AI-assisted modularity and reusability, ensuring reliable execution through closed-loop feedback, and leveraging multi-dimensional AI for insightful change analysis.",
,Pre-recorded,Driving innovation through Azure Red Hat OpenShift and Azure OpenAI,https://build.microsoft.com/en-US/sessions/9fbf0ce1-fa0e-4976-9b83-2e4e69e39501?source=sessions,"Microsoft Azure Red Hat OpenShift drives the building and deploying of your AI-enabled applications, on a modern comprehensive application platform. By pairing Azure OpenAI with Azure Red Hat OpenShift your organization can pave the path for innovation and artificial intelligence. In this session, learn about the consistency of Azure Red Hat OpenShift, your modernization journey in building, deploying, and managing applications, and walk through a demo of creating a chatbot using Azure OpenAI.",Ignacio Riesgo
,Pre-recorded,Disrupt and Grow with Microsoft Azure AI,https://build.microsoft.com/en-US/sessions/875f7acc-c869-421b-920a-d34b6885f9e1?source=sessions,"Generative AI is enabling businesses across verticals to disrupt industries. With Microsoft, you can accelerate AI innovation and drive business growth at each stage of your company’s journey. In this session we will cover how you can build AI apps on Azure while also leveraging programs that enable you to easily get started and grow your business. Hear from Harvey, an innovative startup, on how they are leveraging the power generativeAI to empower law professionals.",Ravi Sudhakar Kambhampati
,Pre-recorded,Diagnostic techniques for .NET running on Linux and within containers,https://build.microsoft.com/en-US/sessions/eec1dbb9-6493-4e52-b484-596962d20402?source=sessions,"Learn the tips and tricks for diagnosing .NET applications running on Linux and within container environments such as Kubernetes. From local diagnostics in WSL to debug sidecars, .NET has tools to help diagnose the trickiest problems.",Mark Downie
,Pre-recorded,Dev-first API and application security testing,https://build.microsoft.com/en-US/sessions/b2402f2e-c469-4065-a931-fdcb7e4e6491?source=sessions,"For teams that deploy software every day, StackHawk offers API and application security testing that enables developers to quickly find and fix security bugs before they hit production. Unlike traditional tools that operate at the end of release cycles, StackHawk shifts left, embedding security scans into the CI environment, aligning with the agile nature of software development. Watch our solution overview to learn more.",April Conger
,Pre-recorded,Debug faster with New Relic’s AI-powered observability,https://build.microsoft.com/en-US/sessions/b2380ba5-6d38-41f3-aa6f-013d59eaa981?source=sessions,"When something breaks, you need to analyze your performance data quickly in one place to understand what happened. In this session, we will provide an overview of how New Relic can help you release more reliable software with automatic relationship mapping, pre-built dashboards, and AI-powered anomaly detection. Finally, we’ll show you a demo of how to get started with New Relic directly on the Azure portal.",
,Pre-recorded,Custom copilot Teams Integration in Government applications,https://build.microsoft.com/en-US/sessions/33f28f2a-d8fd-43d2-896f-6ddad1c05c6c?source=sessions,Learn from Teams Engineering experts showcasing solutions from key Government Cloud customers who successfully deployed game-changing solutions to relatable use case scenarios using Azure Open AI and the collaborative chat that Microsoft Teams provides.,Christian Burke
,Pre-recorded,Creating Seamless Cross-Device Experiences with Windows,https://build.microsoft.com/en-US/sessions/90b7a7c0-092f-4a10-b966-743fcca5b369?source=sessions,"Most of us use multiple devices every day, but there’s very little integration between them. Wouldn’t you like to start a video call on one device, and easily resume it on another? How about effortless sharing between an app on the phone and one in Windows? Messaging integration? We have that too. Join this demo-focused session to learn how Windows supports an inclusive ecosystem for cross-device usage of your apps, and how you can drive more engagement across all of the devices you support.",Aakash Varshney
,Pre-recorded,Creating Immersive 3D Solutions with Microsoft Mesh,https://build.microsoft.com/en-US/sessions/9b93c707-4cfa-46f2-b676-05ababd7e978?source=sessions,"Unlock the power of 3D immersive solutions with Microsoft Mesh. Discover how to create immersive solutions that facilitate connections across distance, enable 3D visualization and simulations, and more. Dive deep into Mesh capabilities, examining how you can enhance your environments, create interactions, bring in live data, - and how AI can help you achieve more in Mesh. Join us to make immersive solutions a reality.",Rebecca Burke-Aguero
,Pre-recorded,Cloud Native Development with Oracle Database@Azure,https://build.microsoft.com/en-US/sessions/f027ef70-3ee4-42fb-8e16-be54811f7c25?source=sessions,"Learn how easy it is to use Oracle Database with Visual Studio Code, and experience powerful Oracle Database integrations with Azure services such as Data Factory, OpenAI, and PowerBI. You will leave this session with an understanding of how you can efficiently develop new data-driven applications using Oracle Database@Azure.",Gavin Parish
,Pre-recorded,Certify Power BI reports and uphold quality standards with CertyFAST,https://build.microsoft.com/en-US/sessions/3f2fc330-4f13-4c6c-b2d5-22ead07f26e9?source=sessions,"Certify Power BI reports with CertyFAST—built for report developers, data modelers, data analysts, and administrators to ensure reports adhere to quality standards and industry best practices. With this easy-to-use tool, you can view a list of recommendations and fix them in just a few clicks. Ready to elevate your data reporting? Learn more at maqsoftware.com/CertyFAST.",Keshav Polepalle
,Pre-recorded,Generative AI application stack and providing long term memory to LLMs,https://build.microsoft.com/en-US/sessions/f974138e-66c2-4017-b091-b2b0fb6c67d5?source=sessions,"Learn about the role of long-term memory for Large Language Models (LLMs) in building highly performant and cost-effective Generative AI applications, like Semantic Search, Retrieval Augment Generation (RAG), and AI-agent-powered applications. Learn how Microsoft Semantic Kernel, MongoDB Atlas vector search, and search nodes running on Microsoft Cloud can streamline the process for developers to build enterprise-grade LLM-powered applications.",
,Pre-recorded,"Freedom from fragmentation with Diagrid, built on Open Source Dapr",https://build.microsoft.com/en-US/sessions/78cb279c-f8a1-4950-982b-e45523fa1de6?source=sessions,"Whether you're new to Dapr or an experienced Dapr developer, take a moment to bookmark Diagrid. Founded by the co-creators of Dapr, Diagrid exists to help grow the Dapr community, providing Dapr-based tools, services and enterprise support for successful development, deployment and management of Dapr applications in production environments. In this short session, we’ll provide the latest updates on Dapr, demo kubernetes management and serverless Dapr-as-a-service.",Kendall Roden
,Pre-recorded,Fine tune nanoGPT for Microsoft Azure,https://build.microsoft.com/en-US/sessions/fe1a0d75-13b2-4368-a9d1-e5461f46c993?source=sessions,"Learn how to fine-tune your LLMs leveraging Intel’s accelerated deep learning software libraries, including Intel® Extension for PyTorch* & Intel® oneAPI Collective Communications Library. Developers interested in learning the process of setting up Azure clusters for distributed training. This module demonstrates how to transform a standard single-node PyTorch training scenario into a high-performance distributed training scenario across multiple CPUs.",Kelli Belcher
,Pre-recorded,Explore AI-powered SDKs with Document and Medical Viewer Controls,https://build.microsoft.com/en-US/sessions/7223cf5b-57ad-4723-932a-bf340987745c?source=sessions,"Powered by patented AI algorithms and used by thousands of developers worldwide, LEADTOOLS SDKs have helped build better apps for over 30 years. Join us as we showcase the LEADTOOLS Document Viewer & Editor and LEADTOOLS Medical Viewer, highlighting LEAD’s expertise in OCR/ICR, PDF, Forms Processing, Annotations, DICOM, PACS & more. We’ll discuss various use-cases across industries and show how LEADTOOLS will help expedite your application development!",Tommy Thyen
,Pre-recorded,Explore advanced developer tools and automations for enhanced security,https://build.microsoft.com/en-US/sessions/74d72a45-5a8e-4f60-adc5-47bc94056c84?source=sessions,"Fortinet products and services, with nearly 150 points of integration in Microsoft Azure provide the opportunity for the securest Cloud environment possible. This session explores code and application security with FortiDevSec and FortiDAST, SecOps with FortiSOAR and Github, FortiGateCNF management with IaC, and FortiGate deployment with Bicep. This session provides a detailed look at just a few of the many Fortinet and Azure integrations, automations, and developer tools.",
,Pre-recorded,Expand your reach and revenue with Microsoft Store on Windows,https://build.microsoft.com/en-US/sessions/fde13b84-04ad-464f-b199-c0da5a9c3d3e?source=sessions,"Tap into the infinite possibilities of reaching and engaging with Microsoft Store's vast user base. Discover new opportunities to increase downloads and revenue of your apps and games with Microsoft Store including Experimenting with your listings, Store Ads, Actionable Insights, and the In-app ads SDK platform. We will show you hands-on how to take advantage of these opportunities and more!",Tejaswi Vinnakota
,Pre-recorded,"Enhancing .NET MAUI: Quality, Performance, and Interoperability in .NET 9",https://build.microsoft.com/en-US/sessions/e1f72018-2b9c-46fe-9bbb-f788bb0bde77?source=sessions,"Discover the latest quality improvements, performance enhancements, and interoperability features in .NET MAUI with .NET 9. This session delves into how .NET MAUI has evolved to provide a more robust and performant framework for building cross-platform mobile and desktop applications, emphasizing the improved tooling and developer experience.",Maddy Montaquila
,Pre-recorded,Enhance Engineering Team efficiency with Loop and Copilot,https://build.microsoft.com/en-US/sessions/e371cdfb-f163-4967-8ca6-4b7efb5fdcb9?source=sessions,Accelerate project management and developer workflows with the Loop app and Copilot. Build Adaptive Card-based Loop components to surface actionable business content to users in M365 Copilot.,Swati Jain
,Pre-recorded,Enabling ISVs to transform industries in the age of copilots,https://build.microsoft.com/en-US/sessions/b55ba2ef-19b7-46d9-bee5-6eebc3a05672?source=sessions,"Explore the transformative potential of generative AI across industries with insights from Madhan Arumugam Ramakrishnan, CVP at Microsoft Cloud for Industry. Discover how leading ISV partners are leveraging this powerful technology to address critical industry challenges and drive innovation.",Madhan Arumugam Ramakrishnan
,Pre-recorded,Empowering Robust Engineering: Visual Studio Code with GitHub Copilot,https://build.microsoft.com/en-US/sessions/c026426e-2332-49bc-be42-9591371cd83e?source=sessions,"Explore how to use Visual Studio Code and GitHub Copilot together to enhance your software engineering projects. Learn how these tools help build robust applications following engineering best-practices. Discover how to create unit tests, document code, and automate project tasks with GitHub Actions. See how GitHub Actions can prevent errors on pull requests by automatically validating code quality, making coding easier, faster, and more reliable.",Alfredo Deza
,Pre-recorded,Elevate team coordination and workflow integration with latest tools,https://build.microsoft.com/en-US/sessions/12fe58cf-3b1b-49ff-a934-5878b496c834?source=sessions,"Lucid is where teams come to coordinate, align, and build across their entire workflow—and we are continuously releasing new capabilities to support this vision. Come learn how our latest product launches in our Visual Collaboration Suite support everything from enhanced team coordination and alignment to intelligent support and custom workflow integration.",
,Pre-recorded,EF Core 9: Evolving Data Access in .NET,https://build.microsoft.com/en-US/sessions/4f008f3d-c58a-4806-b6b4-dfb993b32c4f?source=sessions,"Join us to learn about how EF Core is embracing modern patterns such as embedded JSON, modern programming paradigms like ahead-of-time (AOT) compilation, and non-Microsoft databases like PostgreSQL and MongoDB. We’ll look at how EF Core provides common patterns for working with documents in Azure Cosmos DB and MongoDB, and how these align with JSON mapping in relational databases like Azure SQL, bringing some powerful polyglot patterns to .NET. Additionally, see how EF enhances .NET Aspire.",
,Pre-recorded,May the forms be with you: a new hope with Blazor Hybrid on WinForms,https://build.microsoft.com/en-US/sessions/e6553928-dbf1-4519-81e7-4a6d262bd40e?source=sessions,"Join Carl and Don and discover how to blend new technology into a tried-and-true platform. After a short introduction to Blazor Hybrid, you will learn how to set up your WinForms project to start using Blazor Hybrid. Through live demonstrations and code walkthroughs, you will discover how to leverage the full power of .NET for desktop development into Blazor Hybrid. Start modernizing your existing projects right away!",Carl Franklin
,Pre-recorded,Maximize cloud investments with the Microsoft commercial marketplace,https://build.microsoft.com/en-US/sessions/74935cd8-4263-40fc-80fa-edd32ca6a53b?source=sessions,"With cloud budgets increasing, maximize the value of your investments. Customers that align their Azure cloud strategy to the Microsoft commercial marketplace can increase efficiency, buy with confidence, and spend smarter. Learn the strategies to unlock the benefits of the marketplace for your organization.",Felipe Ospina
,Pre-recorded,Master AI-enhanced search with Azure OpenAI and Elasticsearch,https://build.microsoft.com/en-US/sessions/4d9681a9-dff5-46c7-9bd3-fe41067ac770?source=sessions,"Explore AI's role in revolutionizing search technology at our developer session. Learn about Azure OpenAI and Elasticsearch advancements, and see how AI enhances search functions—like interpreting natural language and customizing results. We'll present real-world examples demonstrating AI's significance in search. Attend to upgrade your search apps with AI's capabilities for the digital age.",Michael Heldebrant
,Pre-recorded,Leverage Copilot in Microsoft Loop for productivity and collaboration,https://build.microsoft.com/en-US/sessions/202a1d32-313e-4e28-9462-733833729384?source=sessions,"Discover how Copilot in Microsoft Loop can transform your development team’s productivity by unifying workflows and reducing context switching. This session will showcase practical scenarios where Loop acts as an Information Hub bringing project artifacts together. Loop can transform how you run scrum meetings, planning cycles and manage incidents. Loop’s rich templates, visual collaboration & integrations enable creation of requirement documents, architecture diagrams and onboarding materials.",Ishita Mohindra
,Pre-recorded,Learn Responsible AI Practices By Debugging Open-Source Models,https://build.microsoft.com/en-US/sessions/acac12dc-aa81-4ec7-a3b9-14e0564e8145?source=sessions,"The MSFT Responsible AI Toolbox provides open-source tools for responsible AI practices, which can be combined with Hugging Face's datasets and models for diverse applications. This session demonstrates how to use these tools to create a reusable development workflow using a transformers model and an open-source DBPedia dataset and showcase the AI dashboard components for insights.",Nitya Narasimhan
,Pre-recorded,Integrate OpenAI ChatGPT with Syncfusion Blazor Word Processor,https://build.microsoft.com/en-US/sessions/1628ab36-56ee-466e-8291-c63bbb1e64c7?source=sessions,"In this session, we'll show you how to supercharge your document editing experience by integrating OpenAI ChatGPT with Syncfusion Blazor Word Processor component. Learn how to effortlessly rephrase sentences, translate language, fix grammar and spelling, and summarize content—all in one place. We have presented a set of basic prompts; however, there is scope for additional prompts to accommodate real-time scenarios.",Uma Maheswari Chandrabose
,Pre-recorded,Improve Application Resilience using Azure Chaos Studio,https://build.microsoft.com/en-US/sessions/5723eeff-0b6b-4dee-b35b-dd8f3f40c5b2?source=sessions,"Azure Chaos Studio is Microsoft’s service to validate and improve the resilience of your cloud applications using chaos engineering and fault injection. Azure Chaos Studio helps you gain confidence in your application’s availability by simulating failures and outages in the Azure cloud. This session provides an overview of chaos engineering concepts, introduces Azure Chaos Studio, and demonstrates the service in action.",Nikhil Kaul
,Pre-recorded,Hyper-efficient serverless on AKS with Fermyon Platform for Kubernetes,https://build.microsoft.com/en-US/sessions/46413a85-45cd-4bea-bea5-cbffff5f7da7?source=sessions,"Did you know you could be running thousands of apps per Kubernetes node? Managing serverless workloads efficiently does not have to be complicated, resource-intensive, and expensive. In this session, we will go beyond the limitations of containers and serverless platforms that you may already know. By combining WebAssembly and Spin with SpinKube and Fermyon Platform for Kubernetes, you can run your own high-density serverless platform on top of Azure Kubernetes Service.",Thorsten Hans
,Pre-recorded,How to Quickly Build a .NET Desktop Dashboard,https://build.microsoft.com/en-US/sessions/2e7fbd78-8829-4bea-b097-e9841a154081?source=sessions,Learn how to quickly build a modern Windows desktop dashboard using WPF and dynamic C# data binding principles. See how to connect to a live OData service and transform the data on the client to serve as the data source for the dashboard.,Greg Lutz
,Pre-recorded,How to cut your Kubernetes cloud costs by over 50%,https://build.microsoft.com/en-US/sessions/266d4869-a7c3-47d8-b5aa-8b41d696d637?source=sessions,"CAST AI is the leading Kubernetes automation platform that cuts Azure customers’ cloud costs by over 50%. CAST AI goes beyond monitoring clusters and making recommendations. The platform utilizes advanced machine learning algorithms to analyze and automatically optimize clusters in real time, reducing customers’ cloud costs, and improving performance and reliability to bolster DevOps productivity.",
