代號,日期,時長,Session type,Topic,Level,Delivery Type,Tag,Recording Availability,Programming Language,Download Video,Download Slides,Download Transcript,Resource_1,Resource_2,主題,內容,講者,標籤,下個主題1,下個主題2,下個主題3,下個主題4,下個主題5,下個主題6,下個主題7,下個主題8,下個主題9,相關1,相關2,相關3,相關4,相關5,相關6,相關7,影片,附註
OD515,,,Pre-recorded,Copilot,Intermediate (200),Online,Copilot for Microsoft 365,,Python,Video,,Transcript,Resource,,Creating Immersive 3D Solutions with Microsoft Mesh,"Unlock the power of 3D immersive solutions with Microsoft Mesh. Discover how to create immersive solutions that facilitate connections across distance, enable 3D visualization and simulations, and more. Dive deep into Mesh capabilities, examining how you can enhance your environments, create interactions, bring in live data, - and how AI can help you achieve more in Mesh. Join us to make immersive solutions a reality.","Rebecca Burke-Aguero|Microsoft,Megha Sharma|Microsoft",Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Shaping next-gen development: the fut...,Custom copilot Teams Integration in G...,Unlock potential on Azure with Micros...,Deepen strategic enterprise collabora...,Reimagine Real-Time Intelligence with...,,,,"Rebecca Burke-Aguero
Senior Product Manager
Microsoft
Save to backpackMegha Sharma
Microsoft
Save to backpack"
ODFP656,,,Pre-recorded,Data & Analytics,Advanced (300),Online,Multicloud,Recorded,,Video,,Transcript,,"Videos to learn how it works: https://www.oracle.com/cloud/azure/oracle-database-at-azure/videos/

Run Oracle Databases at Azure: https://www.oracle.com/cloud/azure/oracle-database-at-azure/solutions/",Cloud Native Development with Oracle Database@Azure,"Learn how easy it is to use Oracle Database with Visual Studio Code, and experience powerful Oracle Database integrations with Azure services such as Data Factory, OpenAI, and PowerBI. You will leave this session with an understanding of how you can efficiently develop new data-driven applications using Oracle Database@Azure.","Gavin Parish|Oracle America, Inc.,GVGerald Venzl",Pre-recorded|Online only,,,,,,,,,,"Discover Oracle Database@Azure, a new...",Power AI apps and develop rich experi...,Azure Monitor: Observability from cod...,,,,,,"Gavin Parish
Senior principal product manager
Oracle America, Inc.
Save to backpack"
ODFP633,,,Pre-recorded,Low-code,Advanced (300),Online,Machine Learning,Recorded,,Video,,Transcript,,,Certify Power BI reports and uphold quality standards with CertyFAST,"Certify Power BI reports with CertyFAST—built for report developers, data modelers, data analysts, and administrators to ensure reports adhere to quality standards and industry best practices. With this easy-to-use tool, you can view a list of recommendations and fix them in just a few clicks. Ready to elevate your data reporting? Learn more at maqsoftware.com/CertyFAST.",,Pre-recorded|Online only,,,,,,,,,,Power the next generation of AI apps ...,Secure and govern Copilot within ente...,Using Power Platform to accelerate fu...,Revolutionize reports with Fabric Cop...,,,,,
ODFP612,,,Pre-recorded,Developer Tools,Intermediate (200),Online,AI Infrastructure,Recorded,Python,Video,,Transcript,,,Generative AI application stack and providing long term memory to LLMs,"Learn about the role of long-term memory for Large Language Models (LLMs) in building highly performant and cost-effective Generative AI applications, like Semantic Search, Retrieval Augment Generation (RAG), and AI-agent-powered applications. Learn how Microsoft Semantic Kernel, MongoDB Atlas vector search, and search nodes running on Microsoft Cloud can streamline the process for developers to build enterprise-grade LLM-powered applications.",Prakul Agarwal|MongoDB,Pre-recorded|Online only,,,,,,,,,,Building AI applications that leverag...,RAG at scale: production-ready GenAI ...,Building Gen-AI experiences using LLM...,,,,,,"Prakul Agarwal
MongoDB
Save to backpack"
ODFP647,,,Pre-recorded,Developer Tools,Foundational (100),Online,Windows Developer Productivity Tools,Recorded,,Video,,Transcript,,,"Freedom from fragmentation with Diagrid, built on Open Source Dapr","Whether you're new to Dapr or an experienced Dapr developer, take a moment to bookmark Diagrid. Founded by the co-creators of Dapr, Diagrid exists to help grow the Dapr community, providing Dapr-based tools, services and enterprise support for successful development, deployment and management of Dapr applications in production environments. In this short session, we’ll provide the latest updates on Dapr, demo kubernetes management and serverless Dapr-as-a-service.",Kendall Roden|Diagrid,Pre-recorded|Online only,,,,,,,,,,Understanding cloud powered developme...,Building a connected vehicle and app ...,Platform Engineering: Creating Scalab...,Adaptive cloud approach: Build and sc...,Building applications at hyper scale ...,,,,"Kendall Roden
Technical Product Manager
Diagrid
Save to backpack"
ODFP648,,,Pre-recorded,Developer Tools,Advanced (300),Online,Cloud Security,Recorded,,Video,,Transcript,,,Fine tune nanoGPT for Microsoft Azure,"Learn how to fine-tune your LLMs leveraging Intel’s accelerated deep learning software libraries, including Intel® Extension for PyTorch* & Intel® oneAPI Collective Communications Library. Developers interested in learning the process of setting up Azure clusters for distributed training. This module demonstrates how to transform a standard single-node PyTorch training scenario into a high-performance distributed training scenario across multiple CPUs.",,Pre-recorded|Online only,,,,,,,,,,Accelerate development and deployment...,Practicalities of Fine-Tuning Llama 2...,Building AI applications that leverag...,Building Gen-AI experiences using LLM...,AI Everywhere– accelerate your develo...,,,,
ODFP615,,,Pre-recorded,Low-code,Foundational (100),Online,Windows Developer Productivity Tools,Recorded,C/C++,Video,,Transcript,,Document Viewer for .NET: https://www.leadtools.com/sdk/document/document-viewer-dotnet?utm_source=Build2024&utm_medium=event&utm_campaign=Build2024-profile&srcorigin=Build2024-recorded,Explore AI-powered SDKs with Document and Medical Viewer Controls,"Powered by patented AI algorithms and used by thousands of developers worldwide, LEADTOOLS SDKs have helped build better apps for over 30 years. Join us as we showcase the LEADTOOLS Document Viewer & Editor and LEADTOOLS Medical Viewer, highlighting LEAD’s expertise in OCR/ICR, PDF, Forms Processing, Annotations, DICOM, PACS & more. We’ll discuss various use-cases across industries and show how LEADTOOLS will help expedite your application development!",Tommy Thyen|LEADTOOLS,Pre-recorded|Online only,,,,,,,,,,Building Gen-AI experiences using LLM...,Revamping the Document Automation Wor...,"Create robust, fully-featured apps wi...",Accelerate DevOps & Incident Manageme...,,,,,"Tommy Thyen
Developer Advocate and Support Engineer
LEADTOOLS
Save to backpack"
ODFP602,,,Pre-recorded,Security,Advanced (300),Online,Multicloud,Recorded,Go,Video,,Transcript,,,Explore advanced developer tools and automations for enhanced security,"Fortinet products and services, with nearly 150 points of integration in Microsoft Azure provide the opportunity for the securest Cloud environment possible. This session explores code and application security with FortiDevSec and FortiDAST, SecOps with FortiSOAR and Github, FortiGateCNF management with IaC, and FortiGate deployment with Bicep. This session provides a detailed look at just a few of the many Fortinet and Azure integrations, automations, and developer tools.","SRSrija Reddy Allam,BMBrent Martinez|Fortinet,John McDonough|Fortinet,MTMartin Twombly",Pre-recorded|Online only,,,,,,,,,,Demystify cloud-native development wi...,Realize new opportunities with Fortin...,Secure your AI application transforma...,Securing Dockerized apps in the Micro...,"Better together, build and deploy to ...",Bake Security into your workflow with...,,,"John McDonough
Sr. Cloud DevOps Engineer
Fortinet
Save to backpack"
OD500,,,Pre-recorded,Windows,Advanced (300),Online,,,,Video,,Transcript,Resource,,Expand your reach and revenue with Microsoft Store on Windows,"Tap into the infinite possibilities of reaching and engaging with Microsoft Store's vast user base. Discover new opportunities to increase downloads and revenue of your apps and games with Microsoft Store including Experimenting with your listings, Store Ads, Actionable Insights, and the In-app ads SDK platform. We will show you hands-on how to take advantage of these opportunities and more!",Tejaswi Vinnakota|Microsoft,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Introducing the Next Generation of Wi...,The Latest in Windows Security for De...,Supercharging your React Native app f...,Creating Seamless Cross-Device Experi...,,,,,"Tejaswi Vinnakota
Senior Product Manager
Microsoft
Save to backpack"
OD534,,,Pre-recorded,Developer Tools,Intermediate (200),Online,,,,Video,,Transcript,Resource,"Learn .NET MAUI: https://dotnet.microsoft.com/en-us/learn/maui

.NET MAUI Repo: https://github.com/dotnet/maui/","Enhancing .NET MAUI: Quality, Performance, and Interoperability in .NET 9","Discover the latest quality improvements, performance enhancements, and interoperability features in .NET MAUI with .NET 9. This session delves into how .NET MAUI has evolved to provide a more robust and performant framework for building cross-platform mobile and desktop applications, emphasizing the improved tooling and developer experience.",Maddy Montaquila|Microsoft,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,,,,,Build Hybrid Apps with Blazor and .NE...,Build Hybrid Apps with Blazor and .NE...,Infusing your .NET Apps with AI: Prac...,What's New with WinForms in .NET 9?,,,,,"Maddy Montaquila
Senior Product Manager, .NET MAUI
Microsoft
Save to backpack"
OD509,,,Pre-recorded,Copilot,Intermediate (200),Online,Copilot for Microsoft 365,,Python,Video,,Transcript,Resource,,Enhance Engineering Team efficiency with Loop and Copilot,Accelerate project management and developer workflows with the Loop app and Copilot. Build Adaptive Card-based Loop components to surface actionable business content to users in M365 Copilot.,,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Revolutionize Manufacturing with Copi...,Build intelligent collaborative apps ...,Reach 320M+ users in flow of work bui...,Extending GitHub Copilot,Accelerate DevOps & Incident Manageme...,Leverage Copilot in Microsoft Loop fo...,,,
OD531,,,Pre-recorded,Copilot,Intermediate (200),Online,,,,Video,,Transcript,Resource,,Enabling ISVs to transform industries in the age of copilots,"Explore the transformative potential of generative AI across industries with insights from Madhan Arumugam Ramakrishnan, CVP at Microsoft Cloud for Industry. Discover how leading ISV partners are leveraging this powerful technology to address critical industry challenges and drive innovation.",,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Shaping next-gen development: the fut...,Transforming the most valuable indust...,Disrupt and Grow with Microsoft Azure AI,,,,,,
OD505,,,Pre-recorded,,,Online,,,,Video,,Transcript,,,Empowering Robust Engineering: Visual Studio Code with GitHub Copilot,"Explore how to use Visual Studio Code and GitHub Copilot together to enhance your software engineering projects. Learn how these tools help build robust applications following engineering best-practices. Discover how to create unit tests, document code, and automate project tasks with GitHub Actions. See how GitHub Actions can prevent errors on pull requests by automatically validating code quality, making coding easier, faster, and more reliable.",,Pre-recorded|Online only,,,,,,,,,,How GitHub builds GitHub on GitHub,Enhancing VS Code extensions with Git...,What’s new in GitHub Copilot and Visu...,Developer deep dive on building plugi...,Extending GitHub Copilot,,,,
ODFP603,,,Pre-recorded,,Foundational (100),Online,,Recorded,,Video,,Transcript,,,Elevate team coordination and workflow integration with latest tools,"Lucid is where teams come to coordinate, align, and build across their entire workflow—and we are continuously releasing new capabilities to support this vision. Come learn how our latest product launches in our Visual Collaboration Suite support everything from enhanced team coordination and alignment to intelligent support and custom workflow integration.","EKEmily Keator,JPJaxson Perry,AVAlex VanPelt",Pre-recorded|Online only,,,,,,,,,,Aisera AI Copilot - Enterprise-wide a...,Build intelligent collaborative apps ...,Deepen strategic enterprise collabora...,Bridge the gap between visual collabo...,Accelerate DevOps & Incident Manageme...,,,,
OD535,,,Pre-recorded,Developer Tools,Intermediate (200),Online,,,,Video,,Transcript,Resource,"Azure Cosmos DB Conf 2024 Session: https://aka.ms/ef-cosmos-2024

.NET Conf 2023 Session: https://learn.microsoft.com/en-us/shows/dotnetconf-2023/entity-framework-core-8-improved-json-queryable-collections-and-more

What’s New in EF9: https://learn.microsoft.com/en-us/ef/core/what-is-new/ef-core-9.0/whatsnew

Community Standup: https://aka.ms/efstandups

MongoDB provider: https://mongodb.com/docs/entity-framework",EF Core 9: Evolving Data Access in .NET,"Join us to learn about how EF Core is embracing modern patterns such as embedded JSON, modern programming paradigms like ahead-of-time (AOT) compilation, and non-Microsoft databases like PostgreSQL and MongoDB. We’ll look at how EF Core provides common patterns for working with documents in Azure Cosmos DB and MongoDB, and how these align with JSON mapping in relational databases like Azure SQL, bringing some powerful polyglot patterns to .NET. Additionally, see how EF enhances .NET Aspire.",,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,,The power of AI and Copilot for Azure...,Demystify cloud-native development wi...,Start building your next app now with...,,,,,,
ODFP623,,,Pre-recorded,Developer Tools,Intermediate (200),Online,Multiplatform,Recorded,C#,Video,,Transcript,,,May the forms be with you: a new hope with Blazor Hybrid on WinForms,"Join Carl and Don and discover how to blend new technology into a tried-and-true platform. After a short introduction to Blazor Hybrid, you will learn how to set up your WinForms project to start using Blazor Hybrid. Through live demonstrations and code walkthroughs, you will discover how to leverage the full power of .NET for desktop development into Blazor Hybrid. Start modernizing your existing projects right away!",,Pre-recorded|Online only,,,,,,,,,,"Maximize joy, minimize toil with grea...",What's New with WinForms in .NET 9?,Navigating Win32 App Development with...,Create a custom GPT with Blazor and ....,,,,,
OD528,,,Pre-recorded,Cloud Platform,Intermediate (200),Online,,,,Video,,Transcript,,,Maximize cloud investments with the Microsoft commercial marketplace,"With cloud budgets increasing, maximize the value of your investments. Customers that align their Azure cloud strategy to the Microsoft commercial marketplace can increase efficiency, buy with confidence, and spend smarter. Learn the strategies to unlock the benefits of the marketplace for your organization.",,Pre-recorded|Online only,,,,,,,,,,Launch AI applications and get to mar...,Unleash the Potential of APIs with Az...,Azure Monitor: Observability from cod...,Building secure and efficient AI solu...,,,,,
ODFP652,,,Pre-recorded,Developer Tools,Intermediate (200),Online,AI,Recorded,Python,Video,,Transcript,,"Elasticsearch and Azure OpenAI: https://www.elastic.co/search-labs/blog/relativity-elasticsearch-azure-openai

Elasticsearch & OpenAI Configs: https://learn.microsoft.com/en-us/azure/ai-services/openai/references/elasticsearch?tabs=python",Master AI-enhanced search with Azure OpenAI and Elasticsearch,"Explore AI's role in revolutionizing search technology at our developer session. Learn about Azure OpenAI and Elasticsearch advancements, and see how AI enhances search functions—like interpreting natural language and customizing results. We'll present real-world examples demonstrating AI's significance in search. Attend to upgrade your search apps with AI's capabilities for the digital age.",,Pre-recorded|Online only,,,,,,,,,,"Multimodel, Multimodal, and Multiagen...",Power AI apps and develop rich experi...,Spring Unlocks the Power of AI Platfo...,Disrupt and Grow with Microsoft Azure AI,Building secure and efficient AI solu...,Driving innovation through Azure Red ...,,,
OD508,,,Pre-recorded,Copilot,Intermediate (200),Online,Copilot for Microsoft 365,,Python,Video,,Transcript,Resource,,Leverage Copilot in Microsoft Loop for productivity and collaboration,"Discover how Copilot in Microsoft Loop can transform your development team’s productivity by unifying workflows and reducing context switching. This session will showcase practical scenarios where Loop acts as an Information Hub bringing project artifacts together. Loop can transform how you run scrum meetings, planning cycles and manage incidents. Loop’s rich templates, visual collaboration & integrations enable creation of requirement documents, architecture diagrams and onboarding materials.",,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Integrating your bots and Copilot exp...,Shaping next-gen development: the fut...,Unlock potential on Azure with Micros...,Transforming the most valuable indust...,Reach 320M+ users in flow of work bui...,,,,"Ishita Mohindra
Microsoft IDC
Save to backpack"
OD525,,,Pre-recorded,AI Development,Intermediate (200),Online,,,,Video,,Transcript,Resource,,Learn Responsible AI Practices By Debugging Open-Source Models,"The MSFT Responsible AI Toolbox provides open-source tools for responsible AI practices, which can be combined with Hugging Face's datasets and models for diverse applications. This session demonstrates how to use these tools to create a reusable development workflow using a transformers model and an open-source DBPedia dataset and showcase the AI dashboard components for insights.",Nitya Narasimhan|Microsoft,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,"Multimodel, Multimodal, and Multiagen...",Operationalize AI responsibly with Az...,Build your own advanced AI solutions ...,,,,,,"Nitya Narasimhan
Senior AI Advocate
Microsoft
Save to backpack"
ODFP618,,,Pre-recorded,Developer Tools,Intermediate (200),Online,Responsible AI,Recorded,C#,Video,,Transcript,,,Integrate OpenAI ChatGPT with Syncfusion Blazor Word Processor,"In this session, we'll show you how to supercharge your document editing experience by integrating OpenAI ChatGPT with Syncfusion Blazor Word Processor component. Learn how to effortlessly rephrase sentences, translate language, fix grammar and spelling, and summarize content—all in one place. We have presented a set of basic prompts; however, there is scope for additional prompts to accommodate real-time scenarios.",Uma Maheswari Chandrabose|Syncfusion,Pre-recorded|Online only,,,,,,,,,,"Multimodel, Multimodal, and Multiagen...",Building JavaScript intelligent web a...,New multimodal vision AI models and t...,Practical End-to-End AI Development u...,Create a custom GPT with Blazor and ....,,,,"Uma Maheswari Chandrabose
Senior Product Manager
Syncfusion
Save to backpack"
OD540,,,Pre-recorded,Cloud Platform,Intermediate (200),Online,,,,Video,,Transcript,,,Improve Application Resilience using Azure Chaos Studio,"Azure Chaos Studio is Microsoft’s service to validate and improve the resilience of your cloud applications using chaos engineering and fault injection. Azure Chaos Studio helps you gain confidence in your application’s availability by simulating failures and outages in the Azure cloud. This session provides an overview of chaos engineering concepts, introduces Azure Chaos Studio, and demonstrates the service in action.",Nikhil Kaul|Microsoft,Pre-recorded|Online only,,,,,,,,,,Adaptive cloud approach: Build and sc...,Scaling Spring Batch in the Cloud,Azure Monitor: Observability from cod...,Building applications at hyper scale ...,,,,,"Nikhil Kaul
Program Manager 2
Microsoft
Save to backpack"
ODFP658,,,Pre-recorded,Low-code,,Online,Visual Studio,Recorded,Go,Video,,Transcript,,View slide deck: https://speakerdeck.com/thorstenhans/hyper-efficient-serverless-platforms-on-azure-kubernetes-service-with-fermyon-platform-for-kubernetes,Hyper-efficient serverless on AKS with Fermyon Platform for Kubernetes,"Did you know you could be running thousands of apps per Kubernetes node? Managing serverless workloads efficiently does not have to be complicated, resource-intensive, and expensive. In this session, we will go beyond the limitations of containers and serverless platforms that you may already know. By combining WebAssembly and Spin with SpinKube and Fermyon Platform for Kubernetes, you can run your own high-density serverless platform on top of Azure Kubernetes Service.",,Pre-recorded|Online only,,,,,,,,,,Leverage AKS for your enterprise plat...,Serverless architectures: Effortless ...,Introducing AKS Automatic: The easies...,Building applications at hyper scale ...,,,,,
ODFP649,,,Pre-recorded,Low-code,Advanced (300),Online,Windows,Recorded,C#,Video,,Transcript,,,How to Quickly Build a .NET Desktop Dashboard,Learn how to quickly build a modern Windows desktop dashboard using WPF and dynamic C# data binding principles. See how to connect to a live OData service and transform the data on the client to serve as the data source for the dashboard.,,Pre-recorded|Online only,,,,,,,,,,Build apps from the cloud with Micros...,Navigating Win32 App Development with...,How to create superior experiences wi...,,,,,,
ODFP663,,,Pre-recorded,,,Online,,Recorded,,Video,,Transcript,,Book a demo: https://cast.ai/book-a-demo/,How to cut your Kubernetes cloud costs by over 50%,"CAST AI is the leading Kubernetes automation platform that cuts Azure customers’ cloud costs by over 50%. CAST AI goes beyond monitoring clusters and making recommendations. The platform utilizes advanced machine learning algorithms to analyze and automatically optimize clusters in real time, reducing customers’ cloud costs, and improving performance and reliability to bolster DevOps productivity.",,Pre-recorded|Online only,,,,,,,,,,Aisera AI Copilot - Enterprise-wide a...,Introducing AKS Automatic: The easies...,,,,,,,
OD546,,,Pre-recorded,AI Development,Foundational (100),Online,,,,Video,,Transcript,Resource,,How Cassidy.ai is building no-code tooling with Azure OpenAI Services,"Meet Founder, Justin Fineberg, and AI Product Manager, Jake Rosenthal, on how they're building Cassidy.ai. Justin shares the story of Cassidy, and Jake walks us through the product they're building to make AI more accessible to everyone. Cassidy’s innovative approach enables businesses, from startups to enterprises, to harness the potential of AI without compromising on data protection or efficiency propelling companies toward success.","Justin Fineberg|Cassidy,Jake Rosenthal|CassidyAI",Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Accessibility in the era of generativ...,Building JavaScript intelligent web a...,Build sophisticated custom copilots w...,Next generation AI for developers wit...,Transforming the future of startups w...,Building secure and efficient AI solu...,,,"Justin Fineberg
Cassidy
Save to backpackJake Rosenthal
AI Product Manager
CassidyAI
Save to backpack"
,,,,,,,,,,,,,,,GraphRAG: Using knowledge in unstructured data to build apps with LLMs,"In this session, we will walk through how to extract domain-specific knowledge from your unstructured data with Graphlit, and build knowledge graphs that you can integrate with Large Language Models (LLMs).

By ingesting email, Microsoft Teams messages, documents, and meeting recordings, we can extract people, companies, places, or topics, and organize into knowledge that we can use for Q&A, summarization, or content authoring.",,,,,,,,,,,,,,,,,,,,"""Message: \n"""
ODFP604,,,Pre-recorded,Security,Advanced (300),Online,Windows Developer Productivity Tools,Recorded,Rust,Video,,Transcript,,,Securing Dockerized apps in the Microsoft ecosystem,"Discover how Docker optimizes your software supply chain for application quality, security, and reliability. This session covers Docker's tools for tracking software components, securing apps in Microsoft environments with Docker Scout, and enhancing security compliance. Learn about Enhanced Container Isolation, securing resources, and integrating Azure Container Registry with Docker Hub for deploying secure apps — gaining insights into safeguarding data and systems.","Christian Dupuis|Docker, Inc.,Rachel Taylor|Docker",Pre-recorded|Online only,,,,,,,,,,Secure your Intelligent Applications ...,Secure your AI application transforma...,Optimizing the Microsoft developer ex...,Explore advanced developer tools and ...,Securing the Containers’ Supply Chain...,,,,"Christian Dupuis
Docker, Inc.



Save to backpackRachel Taylor
Docker
Save to backpack"
ODFP639,,,Pre-recorded,,,Online,,Recorded,,Video,,Transcript,,,Secure data processing with AMD Confidential VMs on Azure Databricks,"Microsoft, Databricks, and AMD teamed up to launch a revolutionary confidential analytics offering with Azure Databricks last year. Hear from Lasse Jenzen, Principal Consultant at ORAYLIS GmbH, on how Azure Databricks, enabled by Confidential VMs running on AMD EPYC processors, makes cloud adoption possible with even the most sensitive customer data. Lasse will walk through the offering, sharing reference architecture and a live demo, and you'll hear from a customer who has adopted the solution.",,Pre-recorded|Online only,,,,,,,,,,Build your own advanced AI solutions ...,Building Gen-AI experiences using LLM...,Unlock efficiencies from silicon to s...,Deploy Hugging Face Models on Azure p...,Building applications at hyper scale ...,,,,
ODFP655,,,Pre-recorded,Developer Tools,Intermediate (200),Online,SecDevOps,Recorded,,Video,,Transcript,,.NET Packages on Ubuntu 24.04: https://github.com/dotnet/core/discussions/9258,Seamlessly leverage .NET on Ubuntu from development to deployment,"Discover how Canonical and Microsoft streamline .NET development on Ubuntu. Learn about .NET packages in latest Ubuntu releases, the evolution of .NET containers, and the benefits of ultra-secure, optimized chiseled Ubuntu containers.",,Pre-recorded|Online only,,,,,,,,,,.NET Aspire development on any OS wit...,Demystify cloud-native development wi...,Securing Dockerized apps in the Micro...,Optimizing the Microsoft developer ex...,,,,,
OD542,,,Pre-recorded,Cloud Platform,Intermediate (200),Online,,,,Video,,Transcript,,,Scaling Spring Batch in the Cloud,"Spring Batch is a robust framework for handling large-scale data processing, offering essential features like logging, tracing, transaction management, and more. It simplifies the development process by providing ready-to-use components, allowing you to concentrate on the core business logic. In this session, we delve into Azure Spring Apps Enterprise, which elegantly handles ephemeral batch jobs in the cloud. We'll explore key functionalities necessary for cloud-based batch processing.",,Pre-recorded|Online only,,,,,,,,,,Design and build multi-tenant SaaS ap...,Serverless architectures: Effortless ...,Adaptive cloud approach: Build and sc...,Building applications at hyper scale ...,,,,,
ODFP654,,,Pre-recorded,Data & Analytics,Expert (400),Online,Microsoft Copilot,Recorded,Python,Video,,Transcript,,,Revolutionize reports with Fabric Copilot and Power BI,"This presentation will show how to leverage Fabric Copilot to improve the Power BI experience for developers and end users. We'll show you how to go from start to finish applying our favorite new features that Fabric Copilot offers. By the end of this presentation, you'll know how to leverage Fabric Copilot in Microsoft Fabric and be equipped with strategies to increase productivity, improve efficiency, and report utilization for your teams.",Amber King|UST,Pre-recorded|Online only,,,,,,,,,,Build your own copilot with Microsoft...,Shaping next-gen development: the fut...,Revolutionize Manufacturing with Copi...,Revolutionize the way you work with a...,Transforming the most valuable indust...,Building the apps of the future today...,,,"Amber King
Sr. Cloud Solutions Architect
UST



Save to backpack"
OD518,,,Pre-recorded,Copilot,Intermediate (200),Online,Copilot for Microsoft 365,,Python,Video,,Transcript,Resource,,"Revolutionize Manufacturing with Copilot, custom copilots in Teams","Learn how key manufacturing customers deployed Copilot plugins and custom copilot solutions integrated with Microsoft Teams to speed up product searching, solution selection, order processing and inventory analysis using search based message extensions and bot framework.","Christian Burke|Customer Engineer in Teams Engineering on GCC/GCCH tenants,Eu Nice Loh|Microsoft",Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Build your own copilot with Microsoft...,Extending Copilot for Sales with Micr...,Custom copilot Teams Integration in G...,Transforming the most valuable indust...,Reach 320M+ users in flow of work bui...,Revolutionize reports with Fabric Cop...,,,"Christian Burke
Principal Program Manager
Customer Engineer in Teams Engineering on GCC/GCCH tenants
Save to backpackEu Nice Loh
Senior Product Manager
Microsoft

Save to backpack"
ODFP611,,,Pre-recorded,AI Development,,Online,,Recorded,,Video,,Transcript,,,Quickly deploy NVIDIA optimized generative AI on Azure AI Studio,"Organizations are looking to quickly ramp up efforts to develop and deploy their generative AI applications into production, while challenged with limited resources and budgets. This session will demonstrate how developers can accelerate their generative AI journey by accessing a broad range of foundation models with microservices to test and pilot LLMs and quickly deploy on Azure AI Studio or AKS.",,Pre-recorded|Online only,,,,,,,,,,Accelerate development and deployment...,Practical End-to-End AI Development u...,Operationalize AI responsibly with Az...,Building Gen-AI experiences using LLM...,Deploy Hugging Face Models on Azure p...,Disrupt and Grow with Microsoft Azure AI,,,
OD507,,,Pre-recorded,Copilot,Intermediate (200),Online,Copilot in Teams,,Python,Video,,Transcript,,,Outlook Add-ins Transformed,"What do Copilot, Teams Apps, Single-Sign On and the New Outlook have in common?  Come join us to learn more about how Outlook add-ins are transforming to allow you to build more intelligent solutions with better experiences across more clients this year.",,Pre-recorded|Online only,,,,,,,,,,Integrating your bots and Copilot exp...,Grow your business with Copilot exten...,Transforming the most valuable indust...,Unleash AI-powered Extensibilities in...,Reach 320M+ users in flow of work bui...,Build Microsoft Copilot extensions wi...,,,"Juan Balmori
Microsoft
Save to backpackKarina Kornacka
Principal Product Marketing Manager
Adobe
Save to backpackSam Ramon
Microsoft
Save to backpackBrandon Smith
Product Manager
KnowBe4
Save to backpack"
OD548,,,Pre-recorded,AI Development,Foundational (100),Online,,,,Video,,Transcript,Resource,Announcing new search capabiliti...: https://aka.ms/build-search,Optimizing AI Applications for Production with Observability,"Discover the power of observability in AI applications. In this session, we’ll demonstrate how to effectively monitor and instrument the performance of your AI pipeline by integrating instrumentation into the APIs and services. You’ll learn how to capture and analyze crucial information such as the performance of individual AI components, retrieval parameters, and token throughput for Azure AI Services. Join us to enhance the efficiency and reliability of your AI applications.",Anthony Shaw|Microsoft,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,More on this topic,,,,,,Infusing your .NET Apps with AI: Prac...,Using AI with App Service to deploy d...,,,,,,,"Anthony Shaw
Developer Advocate
Microsoft
Save to backpack"
ODFP632,,,Pre-recorded,Windows,Intermediate (200),Online,Windows AI,Recorded,Go,Video,,Transcript,,,Optimize Microsoft SQL Server with Datadog's database monitoring,"Join us for a session on database observability, with a focus on monitoring Microsoft SQL Server. Discover how to optimize your SQL Server and other Azure-managed databases, including SQL, MySQL or PostgreSQL, as well as Datadog's intuitive platform. Learn how Datadog effectively monitors the health and performance of your SQL Server databases and sets you up for successful cloud migration or modernization.",,Pre-recorded|Online only,,,,,,,,,,"Discover Oracle Database@Azure, a new...",Power AI apps and develop rich experi...,Optimizing the Microsoft developer ex...,Azure Monitor: Observability from cod...,Cloud Native Development with Oracle ...,,,,
ODFP653,,,Pre-recorded,Developer Tools,Foundational (100),Online,Multiplatform,Recorded,C#,Video,,Transcript,,"Get Started: https://wisej.com/

Datasheet: https://wisej.com/wp-content/uploads/2022/05/Wisej-rapid-dotNET-web-development-datasheet.pdf

Case Studies: https://wisej.com/case-studies/

MadeWithWisej.com: https://madewithwisej.com/

Free Analysis: https://wisej.com/modernization-request/",Modernize desktop apps into state-of-the-art web ones with Wisej.NET,"In this session, we introduce Wisej.NET, a web framework for building line-of-business applications using C# or VB.NET. The session covers how Wisej.NET can be used to modernize existing desktop applications into state-of-the-art HTML5 web applications. Additionally, we will discuss Wisej.AI, a smart hub that can be used to add advanced AI features to modernized applications.",,Pre-recorded|Online only,,,,,,,,,,Building JavaScript intelligent web a...,Taking ReSharper to the next level wi...,The Web is AI Ready—maximize your AI ...,Infusing your .NET Apps with AI: Prac...,,,,,
